id,campaign_id,central_claim,llm_backends,dataset,languages,veracity,veracity_confidence,member_count
nar_529,camp_85,"Global tensions are rising as nations address security threats, military developments, and foreign interference.",bm25_rag,euvsdisinfo,EN|HUNGARIAN,,,3
nar_788,camp_85,"Various actors are accused of covertly undermining Russian interests through sabotage, biological threats, and political infiltration.",bm25_rag,euvsdisinfo,ES|PL|RU,,,3
nar_380,camp_86,"Global events are framed by political instability, corruption, and narratives promoted by Sputnik Belarus.",bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_307,camp_86,"Global elites and political forces are allegedly using crises to advance agendas of control, migration, and outdated geopolitical conflicts.",bm25_rag,euvsdisinfo,Russian,,,3
nar_880,camp_87,Geopolitical tensions and internal pressures are shaping the strategic concerns of various nations.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_365,camp_87,External powers are allegedly launching information campaigns to undermine national sovereignty and vaccine initiatives.,bm25_rag,euvsdisinfo,EN|ITALIAN|RU,,,3
nar_689,camp_88,"Military actions involve dangerous experiments, political targeting, and strategic military maneuvers.",bm25_rag,euvsdisinfo,RU,,,3
nar_364,camp_88,"Misinformation narratives span alleged animal manipulation, government economic shifts, and politically charged media bans.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_639,camp_89,"International alliances face crises, while specific incidents are linked to cover-ups and comparisons to past atrocities.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_658,camp_89,Russian narratives link health claims to geopolitical events surrounding Ukraine and NATO tensions.,bm25_rag,euvsdisinfo,ARABIC|EN,,,3
nar_296,camp_90,Eastern European nations are bolstering military cooperation and defense against perceived threats.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_705,camp_90,Western entities are allegedly interfering with Russian vaccine approval and military assessments.,bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_81,camp_91,Misinformation campaigns attempt to deny atrocities in Bucha while international bodies challenge the recognition of Ukrainian territory.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_723,camp_91,"These claims frame international actions as deceptive, hostile campaigns orchestrated by external powers.",bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_511,camp_14,"Russia's aggression in Ukraine is framed by some as a defense against NATO expansion, amidst ongoing regional political shifts.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_353,camp_92,"NATO's role, chemical weapon disputes, and military interventions highlight ongoing geopolitical tensions.",bm25_rag,euvsdisinfo,DE|EN|RU,,,3
nar_677,camp_92,"Authoritarian regimes like Belarus suppress dissent, contrasting with NATO's engagement in Ukraine.",bm25_rag,euvsdisinfo,EN,,,3
nar_882,camp_93,"Geopolitical tensions involve disputed territories, domestic political instability, and increased military presence in Eastern Europe.",bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_506,camp_93,"Powerful, unaccountable entities are making strategic decisions with unchecked authority across various global domains.",bm25_rag,euvsdisinfo,EN|FINNISH|RU,,,4
nar_507,camp_94,"Disputes surround Western promises, NATO operations, and health claims involving political figures.",bm25_rag,euvsdisinfo,ARABIC|FINNISH|RU,,,3
nar_559,camp_94,Political maneuvering and external pressures complicated Ukraine's path toward European integration.,bm25_rag,euvsdisinfo,RU,,,3
nar_469,camp_95,"Various global issues include nuclear monitoring, debt relief debates, political violence claims, educational policy shifts, and student academic performance.",bm25_rag,euvsdisinfo,EN|RU,,,5
nar_94,camp_95,State-sponsored disinformation campaigns weaponize news to influence narratives surrounding real-world political events and conflicts.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_567,camp_96,"Western powers are accused of orchestrating political interference through financing, election manipulation, and military training.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_292,camp_96,Political pressures and alleged corruption are shaping global health initiatives and international economic stability.,bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_934,camp_97,Political figures and international economic actions are fueling instability and controversy across various nations.,bm25_rag,euvsdisinfo,English|Russian|Spanish,,,4
nar_659,camp_97,Russian actors are allegedly involved in schemes to interfere with Ukrainian politics and distribute questionable vaccines.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_104,camp_98,US aid policies are allegedly fueling global religious conflicts while geopolitical tensions involve disputed events and cyberattacks.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_3,camp_98,"Saudi and regional authorities are issuing updates regarding health, education, employment, and academic schedules.",bm25_rag,euvsdisinfo,ARABIC|Arabic|UK|Ukrainian,,,13
nar_861,camp_99,"The origins of COVID-19 are disputed, with official investigations finding no conclusive link to Wuhan.",bm25_rag,euvsdisinfo,Russian,,,3
nar_178,camp_99,Russia is leveraging geopolitical events and domestic successes to counter Western influence.,bm25_rag,euvsdisinfo,Arabic|English|Russian,,,3
nar_440,camp_100,Belarus and Russia are bolstering defenses while planning negotiations amid increased NATO military activity near their borders.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_714,camp_100,Political division and Western hypocrisy fuel anti-vaccination sentiment and the rapid spread of online misinformation.,bm25_rag,euvsdisinfo,ARABIC|DE|RU,,,3
nar_195,camp_101,"Western actions, including sanctions and narratives, are framed by Russia as illegitimate overreach harming the West.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_909,camp_101,"Belarusian leadership blames external control, while Russia asserts sanctions are permanent despite toxicology reports.",bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_769,camp_102,"Nations are making conditional climate pledges while political tensions rise, affecting international media presence.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_198,camp_102,Russia claims it is defending its territory against Western provocations while managing evidence related to alleged war crimes.,bm25_rag,euvsdisinfo,Arabic|English,,,3
nar_252,camp_103,"Geopolitical tensions and alleged foreign influence are fueling extremist narratives, including claims about engineered pandemics.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_695,camp_103,"External actors and conflict have negatively impacted Ukrainian industry, human rights, and civilian safety.",bm25_rag,euvsdisinfo,RU,,,3
nar_59,camp_104,"Global communities face crises of religious persecution and political instability, while outreach efforts emphasize human dignity.",bm25_rag,euvsdisinfo,Arabic,,,3
nar_778,camp_104,"Ukraine faces existential threats, including potential division and severe humanitarian crises in refugee camps.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_44,camp_105,Political inaction and selective focus obscure critical issues across various global events.,bm25_rag,euvsdisinfo,Arabic|English|Russian,,,3
nar_335,camp_105,"Russia's actions involve military threats, infrastructure attacks, and regional isolation amidst ongoing international discussions.",bm25_rag,euvsdisinfo,Arabic|English|Russian,,,4
nar_160,camp_106,Transatlantic unity against Russian aggression outweighs the economic impact of sanctions.,bm25_rag,euvsdisinfo,English|Georgian|Russian,,,4
nar_176,camp_106,"These disparate claims involve alleged political interference, scientific research practices, and shifts in international travel patterns.",bm25_rag,euvsdisinfo,English|Georgian|Russian,,,3
nar_736,camp_107,Accusations of foreign manipulation and hidden agendas are being denied by various parties.,bm25_rag,euvsdisinfo,EN,,,3
nar_211,camp_107,Global economic disparities and geopolitical tensions are driving migration and international conflict.,bm25_rag,euvsdisinfo,Arabic|English,,,4
nar_255,camp_108,Disputes over territorial recognition and military escalation are fueling international tensions.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_267,camp_108,"Globalist narratives attempt to undermine Europe and the US, often using Ukraine as a central focus.",bm25_rag,euvsdisinfo,Arabic|English|Ukrainian,,,3
nar_374,camp_109,Political manipulation and data security concerns are intertwined with potential economic instability.,bm25_rag,euvsdisinfo,CS|EN,,,3
nar_547,camp_109,"Wieluń represents the brutal early suffering of Poles in WWII, while narratives contest other nations' roles in defeating fascism.",bm25_rag,euvsdisinfo,PL|RU,,,3
nar_601,camp_109,"Government actions and international politics are impacting Ukraine's agricultural plans, military aid, and Crimean autonomy.",bm25_rag,euvsdisinfo,ARABIC|EN,,,4
nar_161,camp_110,The EU is managing the pandemic with decentralized national responses amid economic strain and addressing fertility concerns.,bm25_rag,euvsdisinfo,English|German,,,3
nar_272,camp_110,"Misinformation circulates regarding health cures, geopolitical actions, and vaccine accessibility.",bm25_rag,euvsdisinfo,Arabic|Russian|Ukrainian,,,5
nar_451,camp_111,"The provided claims cover diverse, unrelated topics ranging from sports and travel to politics and health.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_622,camp_111,"Western support for Ukraine is escalating tensions, mirroring historical struggles for freedom in Eastern Europe.",bm25_rag,euvsdisinfo,EN|RU|UK,,,3
nar_168,camp_111,"Global instability and financial collapse are fueling a rise in nationalist, isolationist movements challenging established international structures.",bm25_rag,euvsdisinfo,Russian,,,3
nar_758,camp_112,These claims mix promotional content with geopolitical narratives about illicit oil trade and potential military escalation.,bm25_rag,euvsdisinfo,ARABIC|EN,,,3
nar_945,camp_112,Local and regional actors are allegedly aligning with Russian influence while prioritizing pro-Russian identities.,bm25_rag,euvsdisinfo,Finnish|Russian,,,3
nar_57,camp_113,"These claims reflect geopolitical disputes, political accusations, and historical revisionism among world powers.",bm25_rag,euvsdisinfo,Arabic|English|Russian,,,3
nar_696,camp_113,The West is accused of using opposition figures and oppression to destabilize and weaken Russia.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_67,camp_114,"US actions are allegedly aimed at destabilizing Asia to undermine Russia, while Russian intelligence is reportedly active in Italy.",bm25_rag,euvsdisinfo,Arabic|Italian|Russian,,,3
nar_1000,camp_114,"Disputes exist regarding diplomatic engagement with Russia, vaccine mandates, and accusations of viral origin.",bm25_rag,euvsdisinfo,Arabic|English|Russian,,,3
nar_888,camp_115,Misinformation and escalating conflict have complicated diplomatic relations between involved parties.,bm25_rag,euvsdisinfo,French|German|Russian,,,3
nar_585,camp_115,"Ukraine's military capacity is limited, while other nations pursue distinct geopolitical and diplomatic agendas.",bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_174,camp_116,Geopolitical conflicts and economic shifts signal a fundamental breakdown of the current international order.,bm25_rag,euvsdisinfo,Arabic|English,,,4
nar_650,camp_116,Tensions are rising between Russia and surrounding nations due to political repression and military mobilization.,bm25_rag,euvsdisinfo,ARABIC|EN,,,3
nar_494,camp_117,Russia's military actions and geopolitical shifts suggest a prolonged conflict with enduring global power dynamics.,bm25_rag,euvsdisinfo,ARABIC|EN,,,4
nar_55,camp_117,Foreign actors are using sophisticated cyber and media tactics to interfere with US elections.,bm25_rag,euvsdisinfo,Czech|English|Russian,,,3
nar_462,camp_118,US actions in Ukraine and Baltic reforms are linked to broader narratives of cultural and ethnic suppression.,bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_372,camp_118,"The conflict is primarily benefiting America, while vaccination efforts are ongoing despite the difficulty of international intervention.",bm25_rag,euvsdisinfo,RU,,,3
nar_806,camp_119,"Global economic and public health issues, alongside past policy failures, are creating significant negative outcomes.",bm25_rag,euvsdisinfo,EN,,,3
nar_445,camp_119,EU actions are perceived by Russia as equating the Soviet system with Nazism while disputing claims about Crimea's status and progress.,bm25_rag,euvsdisinfo,RU|UK,,,3
nar_316,camp_120,"Climate change is causing unprecedented events, while the situation in Donbas is being framed as genocide.",bm25_rag,euvsdisinfo,English|French|Russian,,,3
nar_317,camp_1,Russia is accused of military intervention in Kazakhstan and using Ukraine's nuclear plant as a shield.,bm25_rag,euvsdisinfo,Arabic|English,,,3
nar_841,camp_120,The MH17 incident is viewed as a disputed event fueling geopolitical tensions and potential propaganda warfare between Russia and the West.,bm25_rag,euvsdisinfo,Arabic|English,,,3
nar_575,camp_121,"Disputes surround international events, including alleged responsibility for disasters and geopolitical negotiation strategies.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_313,camp_121,Governments are implementing various support measures while regional political groups and international surveillance increase.,bm25_rag,euvsdisinfo,Arabic,,,4
nar_744,camp_122,Allegations of political suppression and foreign interference are circulating amid inconclusive official records.,bm25_rag,euvsdisinfo,EN,,,3
nar_112,camp_122,Political and economic interests are allegedly suppressing scientific debate regarding cannabis benefits and vaccine safety.,bm25_rag,euvsdisinfo,Russian,,,3
nar_488,camp_123,Political movements are secretly shifting away from globalist financial systems toward regionalism.,bm25_rag,euvsdisinfo,RU,,,3
nar_564,camp_123,"Elite actions and systemic issues are driving global crises, while energy solutions require nuclear power.",bm25_rag,euvsdisinfo,ARABIC|EN|FR,,,4
nar_762,camp_124,"Global instability is driven by geopolitical conflict, unsustainable national debt, and humanity's existential risks.",bm25_rag,euvsdisinfo,ITALIAN,,,3
nar_701,camp_124,European political maneuvering and suppressed truths complicate Ukraine's stance on Crimea.,bm25_rag,euvsdisinfo,RU,,,3
nar_375,camp_125,Russian media operations are linked to covert activities and fabricated events in Ukraine.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_721,camp_125,"Misinformation promotes alternative narratives regarding virus origins, national statistics, and vaccine efficacy.",bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_828,camp_126,Various claims suggest government narratives are incomplete or misleading regarding public health and geopolitical events.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_493,camp_126,"Allegations suggest hidden truths, exaggerated threats, and questionable actions by various political and military entities.",bm25_rag,euvsdisinfo,EN|RU,,,5
nar_911,camp_127,"Various entities are facing scrutiny over military aid, healthcare practices, and secret public health measures.",bm25_rag,euvsdisinfo,Arabic|Russian|Slovak|Ukrainian,,,4
nar_819,camp_127,Russian claims allege Jabhat al-Nusra plans chemical attacks in Syria involving White Helmets.,bm25_rag,euvsdisinfo,ARABIC|EN,,,3
nar_89,camp_128,"Child protection measures are decreasing overall, though they remain more common for immigrant youth.",bm25_rag,euvsdisinfo,Arabic|Norwegian Nynorsk,,,3
nar_149,camp_128,Western powers are accused of hypocrisy and influencing global narratives while undermining local systems.,bm25_rag,euvsdisinfo,Russian,,,3
nar_352,camp_129,"Political disagreements and regional tensions are driving policy decisions regarding sanctions, energy, and internal stability.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_673,camp_129,Lithuanian efforts to align with the West contrast with alleged external influence in Ukraine amid pro-Russian unrest.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_947,camp_130,"Misinformation narratives are falsely conflating unrelated topics, such as Soviet remains and political events.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_30,camp_130,"Obama recognized Russia's growing influence in the Middle East, while some support Trump for managing US-Russia relations.",bm25_rag,euvsdisinfo,Russian,,,3
nar_754,camp_131,Russia is accused of pursuing a genocidal campaign against Ukraine while international actors express reservations about the conflict's outcome.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_132,camp_131,Rossiya 1 broadcasts a late-night program featuring discussions on current issues with Vladimir Solovyov.,bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_125,camp_132,The candidate's platform focuses on strengthening Ukraine's defense and integration while improving the economy away from Russian influence.,bm25_rag,euvsdisinfo,Russian|Ukrainian,,,3
nar_851,camp_132,"US military operations are hampered by intelligence gaps, while geopolitical tensions involve perceived provocations and societal control.",bm25_rag,euvsdisinfo,Arabic|English|Russian,,,3
nar_210,camp_133,Russia's aggression threatens Ukrainian culture while NATO anticipates a decisive military shift leading to Russian withdrawal.,bm25_rag,euvsdisinfo,English|Hungarian,,,3
nar_347,camp_49,"Geopolitical tensions involve disputed territories, potential conflict, and legislative actions regarding citizenship.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,4
nar_902,camp_133,"The provided claims cover disparate topics including health, crime, social benefits, and geopolitical denial.",bm25_rag,euvsdisinfo,Arabic|Czech,,,3
nar_970,camp_134,"Threat actors like Fancy Bear target specific entities, while global chemical synthesis and military exercises occur.",bm25_rag,euvsdisinfo,Arabic|English|Lithuanian,,,3
nar_759,camp_134,"Specific regional crises, including health disparities, demographic decline, and infrastructure sabotage, are straining various global systems.",bm25_rag,euvsdisinfo,EN|HUNGARIAN|RU,,,3
nar_687,camp_135,"The provided claims mix unrelated topics, suggesting a narrative of conspiracy and geopolitical dispute.",bm25_rag,euvsdisinfo,RU,,,3
nar_106,camp_135,"Current diplomatic efforts are stalled, with blame for the Ukraine conflict being placed on Kyiv.",bm25_rag,euvsdisinfo,English|French|German,,,4
nar_811,camp_136,Discussions suggest that political narratives and perceived failures in policy are dominating public discourse.,bm25_rag,euvsdisinfo,RU,,,3
nar_654,camp_136,Government decrees and legal mandates establish the minimum wage and require formal authorization for compliance.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_616,camp_137,Western influence and internal actions are fueling conflict escalation in Ukraine while NATO supports Bosnia's sovereignty.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_433,camp_137,Disputed narratives surround labor practices in Xinjiang and alleged military involvement in Ukraine.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_0,camp_48,"Global conflicts and political crises are fueled by competing narratives, disinformation, and geopolitical power struggles.",bm25_rag,euvsdisinfo,AFRIKAANS|ARABIC|ARMENIAN|AZERBAIJANI|Afrikaans|Arabic|Armenian|Azerbaijani|CS|Czech|DE|EN|ES|English|FINNISH|FR|Finnish|French|GEORGIAN|Georgian|German|HUNGARIAN|Hungarian|ITALIAN|Italian|LITHUANIAN|Lithuanian|PL|Polish|ROMANIAN|RU|Romanian|Russian|SERBIAN|SK|Serbian|Slovak|Spanish|UK|Ukrainian,,,2692
nar_241,camp_138,"Various unrelated claims involve political dismissals, failed projects, and fabricated narratives.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_555,camp_96,Global powers are accused of interfering in the domestic affairs and elections of other nations.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_790,camp_138,Misinformation narratives often obscure military actions or exaggerate geopolitical events involving Russia and Ukraine.,bm25_rag,euvsdisinfo,DE|RU,,,3
nar_810,camp_139,"Accusations against Russia are politically motivated distractions, while alternative theories point to Ukrainian involvement or overreactions.",bm25_rag,euvsdisinfo,FINNISH|RU,,,3
nar_897,camp_139,Western entities are accused of using aid restrictions and political actions against Ukraine and Syria.,bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_588,camp_140,Poland is concerned about Belarusian election suppression while navigating media literacy and influence allegations.,bm25_rag,euvsdisinfo,CS|EN,,,3
nar_772,camp_140,"Misinformation mixes false claims about past information, government misuse, and current geopolitical or weather events.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_344,camp_141,"Elite figures maintain secret ties to Putin, while official investigations and energy project safety are being obstructed.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_605,camp_141,"International political tensions are manifesting through travel restrictions, organizational interference, and diplomatic maneuvering.",bm25_rag,euvsdisinfo,EN,,,3
nar_578,camp_142,US actions are allegedly creating election issues in Georgia to mask geopolitical and economic agendas.,bm25_rag,euvsdisinfo,ARABIC|EN,,,3
nar_518,camp_142,Western assessments of Ukraine are complicated by internal political divisions and Russia's denial of violating international agreements.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_122,camp_143,"The provided claims cover diverse, unrelated geopolitical events and personal anecdotes.",bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_913,camp_143,Western powers are allegedly orchestrating regional instability and conflict in Ukraine for geopolitical gain.,bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_332,camp_116,Tensions are rising between Russia and other nations due to political actions and military posturing.,bm25_rag,euvsdisinfo,Arabic|English,,,3
nar_175,camp_144,"Sanctions against Belarus are weak, while claims of YouTube censorship against Russian media are disputed.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_868,camp_11,"Misinformation narratives link geopolitical conflicts, immigration crises, and international relations through deceptive claims.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_436,camp_144,Russian authorities used excessive force against protesters and targeted opposition figures during recent events.,bm25_rag,euvsdisinfo,RU,,,3
nar_540,camp_145,Western pressure on regional leaders is countered by geopolitical shifts and alternative international financial support.,bm25_rag,euvsdisinfo,ARABIC|HUNGARIAN|RU,,,3
nar_468,camp_145,Russian aggression is driving a global food crisis while narratives about Ukrainian energy and media ownership are disputed.,bm25_rag,euvsdisinfo,CS|EN|RU,,,3
nar_763,camp_146,Political instability and economic crises are fueling internal conflict and calls for systemic change across various nations.,bm25_rag,euvsdisinfo,EN|RU,,,4
nar_777,camp_146,"Putin's actions aim to undermine Ukraine's Western integration, while external pressures limit its sovereignty.",bm25_rag,euvsdisinfo,EN|RU,,,5
nar_399,camp_147,Geopolitical conflicts and economic policies are causing uneven global prosperity and financial strain.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_38,camp_147,Western actions are allegedly obstructing peace with Russia while simultaneously undermining European autonomy amid security concerns.,bm25_rag,euvsdisinfo,English|German|Hungarian,,,3
nar_917,camp_148,Russian actions and alleged biolab activities suggest a dangerous geopolitical conflict involving state-sponsored threats.,bm25_rag,euvsdisinfo,Arabic|English|Russian,,,3
nar_541,camp_148,"International bodies and geopolitical pressures influence global crises, including health and political stability.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_536,camp_149,The provided claims cover unrelated topics ranging from geopolitical maneuvering to online gambling practices.,bm25_rag,euvsdisinfo,RU|UK,,,4
nar_472,camp_149,"Global political tensions involve accusations, international legal uncertainty, and diverging stances on major geopolitical issues.",bm25_rag,euvsdisinfo,EN|RU,,,5
nar_525,camp_150,"Global power dynamics involve economic influence, geopolitical vetoes, and military aid to Ukraine.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,4
nar_847,camp_150,"Historical and contemporary events involve allegations of external control, forceful actions, and past state-sponsored deportations.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_69,camp_151,"Various entities are facing accusations of political bias, funding impropriety, or questionable actions.",bm25_rag,euvsdisinfo,Arabic|English|Russian,,,4
nar_892,camp_151,Russia claims Crimea as integral territory while tensions rise over Swedish military actions and Turkish involvement.,bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_804,camp_152,Estonia and NATO are responding to perceived Russian aggression through actions against journalists and political figures.,bm25_rag,euvsdisinfo,EN|ES|RU,,,3
nar_725,camp_152,European water security and geopolitical tensions are complicated by regional military activities and internal political divisions.,bm25_rag,euvsdisinfo,EN|RU,,,4
nar_108,camp_153,Western entities are allegedly using surveillance and proxy conflicts to wage a global hybrid war against Russia.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_193,camp_153,Russia's aggression and claims of security threats are juxtaposed against Ukraine's decommunization efforts and civilian casualties.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_413,camp_154,Disparate global issues range from geopolitical tensions and sports achievements to rising hate speech in France.,bm25_rag,euvsdisinfo,ARABIC,,,3
nar_546,camp_154,Platforms are addressing coordinated inauthentic behavior while geopolitical actors engage in strategic influence operations.,bm25_rag,euvsdisinfo,EN,,,3
nar_985,camp_155,"Russian involvement in chemical attacks is alleged, alongside political instability in Kyrgyzstan.",bm25_rag,euvsdisinfo,English|Spanish,,,3
nar_681,camp_155,Governments are actively managing domestic policies while regional geopolitical tensions remain high.,bm25_rag,euvsdisinfo,GEORGIAN|RU|UK,,,3
nar_394,camp_143,Western powers are allegedly maneuvering to influence geopolitical conflicts involving Russia and its neighbors.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_100,camp_156,"Various narratives involve state actions, military failures, and personal threats in high-stakes conflicts.",bm25_rag,euvsdisinfo,English|Russian|Spanish,,,4
nar_483,camp_156,"US political actions and international relations are complex, involving domestic criticism and foreign policy maneuvering.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_651,camp_157,"A major economic collapse is underway, coinciding with legislative changes in tax and asylum procedures.",bm25_rag,euvsdisinfo,ARABIC|DE|RU,,,3
nar_760,camp_157,Americans favor economic growth through innovation and prefer international engagement over military escalation.,bm25_rag,euvsdisinfo,EN,,,3
nar_752,camp_158,Political actions are hindering official recognition of historical atrocities and threats to essential medical supplies.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_685,camp_158,The U.S. government is actively strengthening its national security and military capabilities against external threats.,bm25_rag,euvsdisinfo,GEORGIAN|RU,,,3
nar_514,camp_159,Western actions are undermining the global order while Russian military failures and civilian deaths remain disputed.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_113,camp_159,"Russia's actions, including sanctions and infrastructure control, continue to negatively impact Ukraine.",bm25_rag,euvsdisinfo,English|Russian|Ukrainian,,,3
nar_343,camp_160,"Western influence pressures Arab nations, while political figures face accusations of misconduct and diplomatic inconsistency.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_848,camp_160,"Western support for Ukraine is complicated by internal political shifts, energy concerns, and refugee policy debates.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_151,camp_161,"Geopolitical tensions involving Russia, China, and Europe are driving conflict and sanctions over energy and technology.",bm25_rag,euvsdisinfo,Russian,,,3
nar_25,camp_161,"Wealthy Russian figures use offshore networks, while alternative theories challenge official events and call for more sanctions.",bm25_rag,euvsdisinfo,English|Russian,,,4
nar_222,camp_162,International financial bodies and geopolitical shifts are influencing support for Eastern European nations.,bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_449,camp_49,"Geopolitical tensions are highlighted by disputed elections, international negotiations, and accusations of hostile foreign agendas.",bm25_rag,euvsdisinfo,EN|RU,,,4
nar_308,camp_146,Political and economic instability is driving public unrest and scrutiny in various international contexts.,bm25_rag,euvsdisinfo,Arabic|English,,,4
nar_975,camp_162,External influence and US support are allegedly driving Ukrainian policy changes and military actions.,bm25_rag,euvsdisinfo,English|Georgian|Russian,,,3
nar_359,camp_163,"Global events include military developments, border incidents, and domestic political reactions to economic issues.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_139,camp_163,"These claims involve accusations of government deception, hidden pasts, and alleged criminal acts by vulnerable populations.",bm25_rag,euvsdisinfo,Russian|Spanish,,,3
nar_963,camp_164,Russia is signaling a shift away from established norms while preparing responses to Western pressure.,bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_573,camp_164,Vaccine distribution challenges and geopolitical tensions are shaping international relations and public health responses.,bm25_rag,euvsdisinfo,EN|LITHUANIAN|RU,,,3
nar_385,camp_165,The narrative suggests Western media misrepresents Ukrainian actions while questioning the origins and use of chemical weapons like Novichok.,bm25_rag,euvsdisinfo,EN|ES|RU,,,3
nar_572,camp_165,"The EU's foundations are allegedly unstable, influenced by US interests and historical elements, facing aristocratic resistance.",bm25_rag,euvsdisinfo,RU,,,3
nar_249,camp_166,"Russia is strengthening its power and military presence, including nuclear capabilities, amidst regional tensions.",bm25_rag,euvsdisinfo,Russian|Serbian,,,3
nar_954,camp_166,Western actions and internal political issues have contributed to ongoing conflicts in Ukraine and Syria.,bm25_rag,euvsdisinfo,Arabic|English|Hungarian,,,3
nar_442,camp_167,Authoritarian regimes are using suppression and restrictions to control dissent in modern society.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_981,camp_167,Government agencies are allegedly involved in orchestrating political violence and manipulating global events.,bm25_rag,euvsdisinfo,Czech|Spanish,,,3
nar_840,camp_168,"Geopolitical tensions involve conflicts, border disputes, and international sanctions impacting Russia.",bm25_rag,euvsdisinfo,Arabic|English,,,4
nar_156,camp_168,"The claims cover diverse topics, lacking a single shared central narrative.",bm25_rag,euvsdisinfo,Slovak|Ukrainian,,,3
nar_686,camp_169,Political and economic anxieties surrounding the pandemic are intertwined with fears of escalating violence and geopolitical conflict.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_962,camp_169,Western actions and internal fragility suggest Ukraine's stability is under threat from external pressure.,bm25_rag,euvsdisinfo,Russian,,,3
nar_990,camp_49,"Various geopolitical and domestic events involve allegations of violence, foreign interference, and political extremism.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_490,camp_170,The provided claims mix historical genocide allegations with unrelated vaccine procurement issues.,bm25_rag,euvsdisinfo,EN|UK,,,3
nar_702,camp_170,Political maneuvering and alleged threats fuel narratives about Ukrainian involvement in detentions and power struggles.,bm25_rag,euvsdisinfo,RU,,,3
