id,label,central_claim,llm_backends,dataset,languages,veracity,veracity_confidence,coordination_score,n1_burst,n2_coamp,n3_reuse,n4_crosslingual,member_count
camp_27,Organic Trend,"Misinformation narratives currently circulate regarding Cuban shortages, Biden's alleged influence in Ukraine, and rising antisemitic violence.",bm25_rag,euvsdisinfo,EN|FR|RU,,,0.0,,,,,2
camp_418,Organic Trend,Kazakhstan's instability highlights the need for collective security while military movements in Ukraine remain strategically opaque.,bm25_rag,euvsdisinfo,Arabic|EN|RU,,,0.0,,,,,2
camp_363,Organic Trend,"Political power struggles involve hidden agendas, strategic maneuvering, and allegations of electoral fraud.",bm25_rag,euvsdisinfo,EN|RU|SERBIAN,,,0.0,,,,,2
camp_168,Organic Trend,"Geopolitical tensions involve conflicts, border disputes, and international sanctions impacting Russia.",bm25_rag,euvsdisinfo,Arabic|English|Slovak|Ukrainian,,,0.0,,,,,2
camp_106,Organic Trend,"These disparate claims involve alleged political interference, scientific research practices, and shifts in international travel patterns.",bm25_rag,euvsdisinfo,English|Georgian|Russian,,,0.0,,,,,2
camp_254,Organic Trend,"US policy appears inconsistent, favoring certain allies while criticizing energy projects and facing international defense challenges.",bm25_rag,euvsdisinfo,ARABIC|EN|RU|UK,,,0.0,,,,,2
camp_158,Organic Trend,Political actions are hindering official recognition of historical atrocities and threats to essential medical supplies.,bm25_rag,euvsdisinfo,EN|GEORGIAN|RU,,,0.0,,,,,2
camp_360,Organic Trend,"Hezbollah's potential use of AI drones mirrors regional military tech, while geopolitical disputes persist over Ukraine and Western territories.",bm25_rag,euvsdisinfo,Arabic|EN|RU|Russian,,,0.0,,,,,2
camp_55,Organic Trend,"Authorities are allegedly coercing confessions and staging events, with international actors involved in re-examining evidence.",bm25_rag,euvsdisinfo,English|Russian|Ukrainian,,,0.0,,,,,2
camp_131,Organic Trend,Russia is accused of pursuing a genocidal campaign against Ukraine while international actors express reservations about the conflict's outcome.,bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|RU|Russian,,,0.0,,,,,2
camp_232,Organic Trend,"Government actions and political tensions are fueling unrest, division, and concerns over electoral integrity in Ukraine.",bm25_rag,euvsdisinfo,English|Russian|Ukrainian,,,0.0,,,,,2
camp_184,Organic Trend,"Misinformation narratives involve alleged political interference, shifting travel trends, and persecution of journalists.",bm25_rag,euvsdisinfo,AZERBAIJANI|EN|English|GEORGIAN|RU,,,0.0,,,,,3
camp_359,Organic Trend,Russian public trust in Putin is declining amid geopolitical disputes and questions about international narratives.,bm25_rag,euvsdisinfo,Azerbaijani|Russian,,,0.0,,,,,2
camp_301,Organic Trend,External pressures and political shifts are undermining Moldova's efforts against Russian influence in Transnistria.,bm25_rag,euvsdisinfo,Arabic|English|Russian,,,0.0,,,,,2
camp_291,Organic Trend,Russia is preparing for a military offensive while Ukraine faces internal collapse amid global economic instability.,bm25_rag,euvsdisinfo,Arabic|English|RU|Russian,,,0.0,,,,,2
camp_62,Organic Trend,"Global events include legislative changes, security incidents, political poisoning allegations, and international democratic monitoring.",bm25_rag,euvsdisinfo,EN|English|Russian|UK,,,0.0,,,,,2
camp_199,Organic Trend,Western media narratives are criticized for framing the conflict while downplaying Russian aggression and Ukrainian concerns.,bm25_rag,euvsdisinfo,English|French|German|Russian,,,0.0,,,,,2
camp_107,Organic Trend,Global economic disparities and geopolitical tensions are driving migration and international conflict.,bm25_rag,euvsdisinfo,Arabic|EN|English,,,0.0,,,,,2
camp_152,Organic Trend,European water security and geopolitical tensions are complicated by regional military activities and internal political divisions.,bm25_rag,euvsdisinfo,EN|ES|RU,,,0.0,,,,,2
camp_377,Organic Trend,"Geopolitical actors are signaling shifts in international alignments, including regarding European integration and regional conflicts.",bm25_rag,euvsdisinfo,EN|RU,,,0.0,,,,,2
camp_295,Organic Trend,"Western entities are misrepresenting geopolitical events, including climate action and military aid, to unfairly target Russia.",bm25_rag,euvsdisinfo,Belarusian|EN|ES|RU|Russian,,,0.0,,,,,2
camp_177,Organic Trend,"Russian authorities are targeting financial entities, while international sports and historical narratives face political scrutiny.",bm25_rag,euvsdisinfo,EN|RU|UK,,,0.0,,,,,2
camp_190,Organic Trend,Western nations are allegedly pressuring Russia while Ukrainian authorities utilize foreign conflicts to manage domestic political factions.,bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|RU|Russian|UK,,,0.0,,,,,4
camp_28,Organic Trend,"Various nations are facing international scrutiny over political actions, alleged attacks, and information warfare.",bm25_rag,euvsdisinfo,ARABIC|Arabic|English|Georgian|RU,,,0.0,,,,,2
camp_380,Organic Trend,"International political and administrative hurdles, including lack of UN approval and varied national pressures, impede mission success.",bm25_rag,euvsdisinfo,EN|ES|RU,,,0.0,,,,,2
camp_333,Organic Trend,"These disparate claims cover historical politics, geopolitical conflict escalation, and specific political figures.",bm25_rag,euvsdisinfo,English|Russian,,,0.0,,,,,2
camp_76,Organic Trend,Russia and Cuba are allegedly leveraging energy and political support to undermine Western pressure on Ukraine.,bm25_rag,euvsdisinfo,Afrikaans|EN|ES|Hungarian|Russian,,,0.0,,,,,2
camp_125,Organic Trend,"Misinformation narratives involve geopolitical conflict, unsubstantiated origins of the coronavirus, and state support for specific vaccines.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|English|RU|UK|Ukrainian,,,0.0,,,,,4
camp_259,Organic Trend,Russian influence and support for separatist movements in Ukraine are evidenced by various intelligence and media reports.,bm25_rag,euvsdisinfo,Armenian|EN|English|French|LITHUANIAN|RU|Russian,,,0.0,,,,,4
camp_38,Organic Trend,"Russian narratives frame geopolitical events, like NATO expansion and incidents, as existential threats or successful intelligence operations.",bm25_rag,euvsdisinfo,EN|German|RU|Russian,,,0.0,,,,,3
camp_289,Organic Trend,The EU is criticized for selectively applying Western norms while undermining democratic principles in its dealings with Russia.,bm25_rag,euvsdisinfo,ARABIC|CS|English|Georgian|RU|Spanish,,,0.0,,,,,2
camp_126,Organic Trend,"Allegations suggest hidden truths, exaggerated threats, and questionable actions by various political and military entities.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,0.0,,,,,2
camp_70,Organic Trend,Misinformation mixes unsubstantiated claims about cannabis risks with speculative military superiority narratives.,bm25_rag,euvsdisinfo,GEORGIAN|RU,,,0.0,,,,,2
camp_2,Organic Trend,"Misinformation circulates regarding Turkish military activity, Ukrainian election integrity, future pension crises, and alleged US biological warfare testing.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|English|RU|Russian|Ukrainian,,,0.0,,,,,3
camp_56,Organic Trend,"Political maneuvering and geopolitical shifts are influencing major international decisions regarding Brexit, energy, and election integrity.",bm25_rag,euvsdisinfo,EN|English|Ukrainian,,,0.0,,,,,2
camp_415,Organic Trend,"US foreign policy aims to build democratic alliances against global threats, while other claims involve secret biological experiments and political controversies.",bm25_rag,euvsdisinfo,English|Polish|RU|Spanish,,,0.0,,,,,3
camp_425,Organic Trend,"European inaction, threats against journalists, and the need for unified sanctions highlight international failures regarding Russia.",bm25_rag,euvsdisinfo,Arabic|English|Russian,,,0.0,,,,,2
camp_311,Organic Trend,Misinformation narratives are used to frame geopolitical events and sow domestic distrust in democratic processes.,bm25_rag,euvsdisinfo,ARABIC|EN|English|RU|Russian,,,0.0,,,,,2
camp_146,Organic Trend,Political instability and economic crises are fueling internal conflict and calls for systemic change across various nations.,bm25_rag,euvsdisinfo,Arabic|EN|English|Hungarian|RU|Russian,,,0.0,,,,,4
camp_390,Organic Trend,Specific events challenge broad assumptions about historical interconnectedness and geopolitical actions.,bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|English|Italian|RU|Russian,,,0.0,,,,,2
camp_69,Organic Trend,Ukrainian political narratives are being manipulated while international tensions surround virus origins and military readiness.,bm25_rag,euvsdisinfo,EN|RU|UK,,,0.0,,,,,2
camp_374,Organic Trend,Various geopolitical and economic events are being framed by specific narratives regarding international relations and domestic changes.,bm25_rag,euvsdisinfo,English|Russian,,,0.0,,,,,2
camp_379,Organic Trend,"Geopolitical conflict and Western actions are linked to regional instability, including questionable university admissions in Yemen.",bm25_rag,euvsdisinfo,Arabic|Czech|English|Russian,,,0.0,,,,,2
camp_410,Organic Trend,"Current geopolitical shifts present a severe military challenge to Russia, requiring international cooperation.",bm25_rag,euvsdisinfo,English|German|Russian,,,0.0,,,,,2
camp_435,Organic Trend,"The ""Dignity and Truth Platform"" party, known as Nastase, is linked to mandatory mobilization and scrutiny by various global bodies.",bm25_rag,euvsdisinfo,English|Russian|Spanish,,,0.0,,,,,2
camp_331,Organic Trend,Russia claims Western actions and NATO expansion are escalating toward conflict while downplaying provocations.,bm25_rag,euvsdisinfo,ARABIC|CS|RU,,,0.0,,,,,2
camp_260,Organic Trend,"The conflict involves accusations of hypocrisy, denials of invasion, and separatist movements seeking international recognition.",bm25_rag,euvsdisinfo,Arabic|Czech|EN|English|RU|Russian,,,0.0,,,,,2
camp_37,Organic Trend,State-sponsored cyber operations and military exercises are occurring alongside claims about chemical weapon synthesis.,bm25_rag,euvsdisinfo,ARABIC|EN|LITHUANIAN|RU,,,0.0,,,,,2
camp_105,Organic Trend,"Russia's actions involve military threats, infrastructure attacks, and regional isolation amidst ongoing international discussions.",bm25_rag,euvsdisinfo,Arabic|English|Russian,,,0.0,,,,,2
camp_127,Organic Trend,"Various entities are facing scrutiny over military aid, healthcare practices, and secret public health measures.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|Russian|Slovak|Ukrainian,,,0.0,,,,,2
camp_305,Organic Trend,These narratives frame current global events through lenses of geopolitical power struggles and strategic maneuvering.,bm25_rag,euvsdisinfo,Arabic|Azerbaijani|English|Italian,,,0.0,,,,,2
camp_18,Organic Trend,Global powers allegedly manipulate international bodies and suppress dissent to control populations through manufactured health crises.,bm25_rag,euvsdisinfo,RU|Russian,,,0.0,,,,,2
camp_346,Organic Trend,"Narratives are being shaped by conflicting expert opinions, geopolitical justifications, and external pressures on policy.",bm25_rag,euvsdisinfo,ARABIC|RU|SK,,,0.0,,,,,2
camp_391,Organic Trend,"Russian actions are framed by conflicting narratives, ranging from global warnings to allegations of war crimes and disinformation.",bm25_rag,euvsdisinfo,English|Hungarian|Italian|Russian,,,0.0,,,,,2
camp_211,Organic Trend,"A sophisticated cyberattack, like the SolarWinds hack, is being hampered by external interference during investigations.",bm25_rag,euvsdisinfo,Arabic|English,,,0.0,,,,,2
camp_413,Organic Trend,"Geopolitical conflicts and military actions are driving global events, overshadowing public health concerns.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|English|RU,,,0.0,,,,,2
camp_109,Organic Trend,"Wieluń represents the brutal early suffering of Poles in WWII, while narratives contest other nations' roles in defeating fascism.",bm25_rag,euvsdisinfo,ARABIC|CS|EN|PL|RU,,,0.0,,,,,3
camp_34,Organic Trend,"The conflict is prolonged by external interests, while US involvement benefits from the rejection of Russian resources.",bm25_rag,euvsdisinfo,RU|Russian,,,0.0,,,,,2
camp_118,Organic Trend,"The conflict is primarily benefiting America, while vaccination efforts are ongoing despite the difficulty of international intervention.",bm25_rag,euvsdisinfo,ARABIC|RU,,,0.0,,,,,2
camp_264,Organic Trend,Religious leaders are actively engaged in community and diplomatic efforts while upholding core Christian values of dignity and courage.,bm25_rag,euvsdisinfo,ARABIC|Arabic|English|Russian,,,0.0,,,,,3
camp_87,Organic Trend,External powers are allegedly launching information campaigns to undermine national sovereignty and vaccine initiatives.,bm25_rag,euvsdisinfo,EN|English|ITALIAN|Italian|RU|Russian,,,0.0,,,,,3
camp_350,Organic Trend,Ukrainian authorities are accused of escalating conflict while suppressing domestic opposition amid ongoing military strikes.,bm25_rag,euvsdisinfo,ARMENIAN|PL|RU|UK,,,0.0,,,,,2
camp_408,Organic Trend,"The status of Donbas under the Minsk Agreements is disputed, with aid provision lacking full international confirmation.",bm25_rag,euvsdisinfo,EN|RU,,,0.0,,,,,2
camp_119,Organic Trend,EU actions are perceived by Russia as equating the Soviet system with Nazism while disputing claims about Crimea's status and progress.,bm25_rag,euvsdisinfo,EN|RU|UK,,,0.0,,,,,2
camp_193,Organic Trend,"Misinformation is circulating regarding device functionality, sports news authenticity, and viral video origins.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|English|RU|Russian,,,0.0,,,,,2
camp_368,Organic Trend,"Radical groups are blamed for violence and alleged chemical attacks, while Russia frames its military actions as a response to NATO.",bm25_rag,euvsdisinfo,English|RU|Russian,,,0.0,,,,,2
camp_334,Organic Trend,"External forces are allegedly influencing political events in Belarus, while US policy regarding Ukraine and drug cartels remains uncertain.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|English|HUNGARIAN,,,0.0,,,,,2
camp_133,Organic Trend,Russia's aggression threatens Ukrainian culture while NATO anticipates a decisive military shift leading to Russian withdrawal.,bm25_rag,euvsdisinfo,Arabic|Czech|English|Hungarian,,,0.0,,,,,2
camp_389,Organic Trend,"Various political and health narratives involve alleged secret planning, geopolitical maneuvering, and public health advice.",bm25_rag,euvsdisinfo,ARABIC|EN|RU|SK,,,0.0,,,,,2
camp_252,Organic Trend,"External pressures and political actions are creating instability, impacting Ukrainian citizens and democratic processes.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,0.0,,,,,2
camp_307,Organic Trend,Foreign powers are allegedly pressuring the US to negotiate while simultaneously undermining diplomatic efforts.,bm25_rag,euvsdisinfo,ARABIC|CS|English|RU|Russian,,,0.0,,,,,2
camp_117,Organic Trend,Russia's military actions and geopolitical shifts suggest a prolonged conflict with enduring global power dynamics.,bm25_rag,euvsdisinfo,ARABIC|Czech|EN|English|Russian,,,0.0,,,,,2
camp_388,Organic Trend,Disinformation campaigns and legal disputes are complicating narratives surrounding US foreign policy and military involvement.,bm25_rag,euvsdisinfo,ARABIC|Arabic|Russian,,,0.0,,,,,2
camp_143,Organic Trend,Western powers are allegedly maneuvering to influence geopolitical conflicts involving Russia and its neighbors.,bm25_rag,euvsdisinfo,Arabic|EN|RU|Russian,,,0.0,,,,,3
camp_302,Organic Trend,Russia is allegedly escalating threats while simultaneously engaging in political maneuvering regarding military aid and domestic assets.,bm25_rag,euvsdisinfo,Arabic|EN|RU|Russian,,,0.0,,,,,3
camp_157,Organic Trend,Americans favor economic growth through innovation and prefer international engagement over military escalation.,bm25_rag,euvsdisinfo,ARABIC|DE|EN|RU,,,0.0,,,,,2
camp_114,Organic Trend,"US actions are allegedly aimed at destabilizing Asia to undermine Russia, while Russian intelligence is reportedly active in Italy.",bm25_rag,euvsdisinfo,Arabic|English|Italian|Russian,,,0.0,,,,,2
camp_421,Organic Trend,Russia claims external forces and NATO are escalating tensions while the central bank may raise rates despite falling inflation.,bm25_rag,euvsdisinfo,ARMENIAN|EN|RU,,,0.0,,,,,2
camp_403,Organic Trend,"Political and international dynamics involve accusations of bias, strategic alliances, and electoral pressures.",bm25_rag,euvsdisinfo,Arabic|English|French|Hungarian|Russian,,,0.0,,,,,2
camp_58,Organic Trend,"Political tensions, foreign interference, and cultural shifts are reshaping international relations and domestic narratives.",bm25_rag,euvsdisinfo,French|Russian,,,0.0,,,,,2
camp_210,Organic Trend,Russia claims its annexation of Crimea is permanent while accusing Ukraine of deliberately distancing itself from Russia.,bm25_rag,euvsdisinfo,ARABIC|Arabic|English|RU|Russian,,,0.0,,,,,2
camp_401,Organic Trend,"Savchenko's public persona shifted to a militant figure, reflecting survival and power dynamics in a tense political climate.",bm25_rag,euvsdisinfo,EN|ITALIAN|RU|Russian,,,0.0,,,,,2
camp_336,Organic Trend,"Misinformation narratives link Trump's actions, geopolitical shifts, and vaccine debates to broader global power struggles.",bm25_rag,euvsdisinfo,ARABIC|AZERBAIJANI|Arabic|English|Russian,,,0.0,,,,,2
camp_387,Organic Trend,"Western actions are allegedly hindering effective countermeasures against Russian influence in health, sports, and military aid.",bm25_rag,euvsdisinfo,English|Russian,,,0.0,,,,,2
camp_298,Organic Trend,Major international alliances are experiencing internal crises amid claims of conflict and alleged wartime atrocities.,bm25_rag,euvsdisinfo,ARABIC|EN|English|Russian,,,0.0,,,,,2
camp_115,Organic Trend,Ukraine's military capacity is questioned while international geopolitical maneuvering continues across various regions.,bm25_rag,euvsdisinfo,ARABIC|Arabic|French|German|RU|Russian,,,0.0,,,,,3
camp_92,Organic Trend,"NATO's role, chemical weapon disputes, and military interventions highlight ongoing geopolitical tensions.",bm25_rag,euvsdisinfo,DE|EN|RU,,,0.0,,,,,2
camp_400,Organic Trend,Global powers are actively manipulating crises while geopolitical tensions persist between major world actors.,bm25_rag,euvsdisinfo,EN|English|HUNGARIAN|Russian,,,0.0,,,,,2
camp_373,Organic Trend,"Political tensions are rising in Europe, involving EU sanctions, US foreign policy leverage, and calls for Czech departure from the EU.",bm25_rag,euvsdisinfo,EN|English|RU|Russian,,,0.0,,,,,2
camp_144,Organic Trend,Russian authorities used excessive force against protesters and targeted opposition figures during recent events.,bm25_rag,euvsdisinfo,English|RU|Russian,,,0.0,,,,,2
camp_174,Organic Trend,"Ukraine is navigating complex geopolitical shifts involving international inspections, military alliances, and energy dependency.",bm25_rag,euvsdisinfo,Czech|English|Russian,,,0.0,,,,,2
camp_75,Organic Trend,Global health initiatives and climate data are being manipulated by political interests for financial gain.,bm25_rag,euvsdisinfo,ARABIC|EN|FR|RU,,,0.0,,,,,2
camp_438,Organic Trend,Geopolitical tensions are causing divided international support and questionable adherence to global agreements.,bm25_rag,euvsdisinfo,CS|EN|English|Russian,,,0.0,,,,,2
camp_61,Organic Trend,"Global events involve mandated educational reforms, limited military support in conflicts, and preparations for the Hajj.",bm25_rag,euvsdisinfo,Arabic|Czech|English|French|Russian,,,0.0,,,,,2
camp_226,Organic Trend,US and Russia are major global powers navigating internal political crises amidst ongoing legislative activity.,bm25_rag,euvsdisinfo,EN|GEORGIAN|RU,,,0.0,,,,,2
camp_19,Organic Trend,Russia is accused of military advancements while simultaneously accusing the West of provocative actions against its territory.,bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|English|RU|Russian,,,0.0,,,,,6
camp_405,Organic Trend,"Political survival and potential conflict surround Poroshenko, while peace talks and religious efforts continue.",bm25_rag,euvsdisinfo,ARABIC|RU|UK,,,0.0,,,,,2
camp_420,Organic Trend,Russia's actions and geopolitical maneuvers are framed by narratives questioning international transparency and asserting defensive justifications.,bm25_rag,euvsdisinfo,English|Russian,,,0.0,,,,,2
camp_71,Organic Trend,"Misinformation narratives link geopolitical instability, such as Putin's actions, with exaggerated and potentially engineered threats from COVID-19.",bm25_rag,euvsdisinfo,EN|RU|Russian|Slovak,,,0.0,,,,,2
camp_386,Organic Trend,Political disputes over insurrection claims intersect with border migration and Eastern European defense strategies.,bm25_rag,euvsdisinfo,ARABIC|EN|English|Lithuanian|Polish|UK,,,0.0,,,,,2
camp_255,Organic Trend,"Global politics are characterized by controversy surrounding historical memory, political figures, and energy infrastructure.",bm25_rag,euvsdisinfo,ARABIC|DE|FR|LITHUANIAN|RU,,,0.0,,,,,2
camp_53,Organic Trend,"Global challenges, including migration, military support, and vaccine access, are complicated by international limitations and geopolitical pressures.",bm25_rag,euvsdisinfo,Arabic|EN|English|GEORGIAN|RU|Russian,,,0.0,,,,,3
camp_325,Organic Trend,US military labs in Ukraine are allegedly developing pathogens while political praise suggests a potential agreement with Putin.,bm25_rag,euvsdisinfo,EN|RU,,,0.0,,,,,2
camp_132,Organic Trend,The candidate's platform focuses on strengthening Ukraine's defense and integration while improving the economy away from Russian influence.,bm25_rag,euvsdisinfo,Arabic|English|Russian|Ukrainian,,,0.0,,,,,2
camp_112,Organic Trend,These claims mix promotional content with geopolitical narratives about illicit oil trade and potential military escalation.,bm25_rag,euvsdisinfo,ARABIC|EN|Finnish|Russian,,,0.0,,,,,2
camp_179,Organic Trend,Russia is pursuing expanded geopolitical control while challenging international sanctions and demanding concessions from allies.,bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|English|RU|Russian,,,0.0,,,,,5
camp_296,Organic Trend,Geopolitical tensions suggest European expansion is unsustainable and that regional agreements are shifting influence dynamics.,bm25_rag,euvsdisinfo,Arabic|DE|EN|English|RU,,,0.0,,,,,2
camp_129,Organic Trend,"Political disagreements and regional tensions are driving policy decisions regarding sanctions, energy, and internal stability.",bm25_rag,euvsdisinfo,EN|RU,,,0.0,,,,,2
camp_240,Organic Trend,Historical Polish population statistics show trends in death rates and natural increase over several decades.,bm25_rag,euvsdisinfo,Arabic|EN|English|Italian,,,0.0,,,,,2
camp_121,Organic Trend,"Disputes surround international events, including alleged responsibility for disasters and geopolitical negotiation strategies.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|RU,,,0.0,,,,,2
camp_189,Organic Trend,"Misinformation is circulating regarding Belarusian protests, Russian foreign policy, and alleged Ukrainian nuclear threats.",bm25_rag,euvsdisinfo,EN|English|RU,,,0.0,,,,,2
camp_248,Organic Trend,"European nations are bolstering defenses, including acquiring U.S. tanks, in response to Russian military threats.",bm25_rag,euvsdisinfo,ARABIC|English|RU|Russian|Spanish,,,0.0,,,,,2
camp_395,Organic Trend,"Russian investment in Crimea has failed to deliver promised development, fueling disillusionment amid geopolitical tensions.",bm25_rag,euvsdisinfo,Armenian|English|Russian|Ukrainian,,,0.0,,,,,2
camp_231,Organic Trend,"The provided claims lack a coherent narrative thread connecting political dissent, historical weather events, and population stagnation.",bm25_rag,euvsdisinfo,English|Hungarian|RU,,,0.0,,,,,2
camp_355,Organic Trend,"Evidence suggests the official narrative regarding the MH17 downing is flawed, prompting calls for further sanctions.",bm25_rag,euvsdisinfo,EN|RU,,,0.0,,,,,2
camp_411,Organic Trend,"Authorities are implementing price stabilization measures, including a ""family basket"" and GMO feed restrictions.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|English|FR|GEORGIAN|Georgian|ITALIAN|Italian|RU|Russian|UK|Ukrainian,,,0.0,,,,,3
camp_262,Organic Trend,"Foreign entities are allegedly involved in disinformation campaigns and geopolitical maneuvering concerning Russia, Ukraine, and ISIS.",bm25_rag,euvsdisinfo,Arabic|Armenian|English|Russian,,,0.0,,,,,2
camp_434,Organic Trend,Russia engages in geopolitical interference globally while facing international criticism for its actions.,bm25_rag,euvsdisinfo,Arabic|English|Russian,,,0.0,,,,,2
camp_241,Organic Trend,International financial institutions and political pressures are allegedly manipulating developing nations for resource gain.,bm25_rag,euvsdisinfo,English|RU|Russian|SK,,,0.0,,,,,2
camp_443,Organic Trend,A prominent figure's health crisis and airline issues are being linked to broader political and religious narratives.,bm25_rag,euvsdisinfo,ARABIC|Arabic,,,0.0,,,,,2
camp_205,Organic Trend,"Western entities are allegedly involved in discrediting Russian figures and vaccines, including the Navalny poisoning.",bm25_rag,euvsdisinfo,ARABIC|RU,,,0.0,,,,,2
camp_94,Organic Trend,Political maneuvering and external pressures complicate Ukraine's path amid internal resistance and criticism.,bm25_rag,euvsdisinfo,ARABIC|FINNISH|RU|Russian,,,0.0,,,,,3
camp_280,Organic Trend,Russia is actively undermining Western influence through political and economic actions in Europe and globally.,bm25_rag,euvsdisinfo,Arabic|English|Russian|Spanish,,,0.0,,,,,3
camp_81,Organic Trend,"Geopolitical pressures and international support dynamics significantly influence demographic, military, and health outcomes across various regions.",bm25_rag,euvsdisinfo,Arabic|English|Georgian|Russian,,,0.0,,,,,2
camp_249,Organic Trend,"Climate change narratives are disputed, with claims questioning environmental impacts and the viability of renewable energy.",bm25_rag,euvsdisinfo,DE|EN|RU,,,0.0,,,,,2
camp_17,Organic Trend,"Despite some biological adaptation, accelerating ice loss and climate impacts are occurring despite low climate sensitivity findings.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|Russian,,,0.0,,,,,3
camp_149,Organic Trend,"Global political tensions involve accusations, international legal uncertainty, and diverging stances on major geopolitical issues.",bm25_rag,euvsdisinfo,EN|RU|UK,,,0.0,,,,,2
camp_200,Organic Trend,"Global and domestic pressures are impacting various regions, from energy dependence to political investigations and conflict zones.",bm25_rag,euvsdisinfo,English|RU|Spanish|UK|Ukrainian,,,0.0,,,,,2
camp_145,Organic Trend,Russian aggression is driving a global food crisis while narratives about Ukrainian energy and media ownership are disputed.,bm25_rag,euvsdisinfo,ARABIC|CS|EN|HUNGARIAN|RU,,,0.0,,,,,2
camp_66,Organic Trend,Various geopolitical and economic issues highlight perceived failures in international policies and regional stability.,bm25_rag,euvsdisinfo,DE|EN|English|RU|Russian|UK,,,0.0,,,,,2
camp_40,Organic Trend,"Disinformation campaigns are being used to manipulate public perception regarding viral origins, geopolitical conflicts, and national economic data.",bm25_rag,euvsdisinfo,ARABIC|Arabic|English|French|Russian,,,0.0,,,,,2
camp_194,Organic Trend,Misinformation narratives manipulate events and figures to discredit Western reporting and challenge established historical facts.,bm25_rag,euvsdisinfo,Arabic|Azerbaijani|EN|RU|Russian,,,0.0,,,,,4
camp_101,Organic Trend,"Belarusian leadership blames external control, while Russia asserts sanctions are permanent despite toxicology reports.",bm25_rag,euvsdisinfo,Arabic|English|Russian,,,0.0,,,,,2
camp_230,Organic Trend,Global elites are orchestrating a destabilizing shift that threatens national sovereignty and societal stability.,bm25_rag,euvsdisinfo,RU,,,0.0,,,,,2
camp_244,Organic Trend,Geopolitical actors are allegedly manipulating international events through disinformation and strategic provocations.,bm25_rag,euvsdisinfo,English|Georgian|Russian,,,0.0,,,,,3
camp_276,Organic Trend,"Political figures have faced allegations of misconduct, including impeachment, territorial gains, and controversial refugee agreements.",bm25_rag,euvsdisinfo,Arabic|EN|RU|Russian,,,0.0,,,,,2
camp_233,Organic Trend,"Global political shifts involve disputed energy stances, internal US crises, and regional economic protectionism.",bm25_rag,euvsdisinfo,Arabic|Georgian|Russian|Ukrainian,,,0.0,,,,,2
camp_300,Organic Trend,The claims question the legality of military summonses while noting unconfirmed diplomatic visits and varied international planning structures.,bm25_rag,euvsdisinfo,Arabic|EN|English|RU|Russian,,,0.0,,,,,2
camp_284,Organic Trend,Western efforts to discredit Russia are countered by accusations of Western hypocrisy and disinformation campaigns.,bm25_rag,euvsdisinfo,English|Georgian|Russian,,,0.0,,,,,2
camp_358,Organic Trend,Western powers are accused of ignoring Russian aggression while internal Ukrainian debates focus on war and land reform.,bm25_rag,euvsdisinfo,EN|English|FR|RU,,,0.0,,,,,2
camp_124,Organic Trend,"Global instability is driven by geopolitical conflict, unsustainable national debt, and humanity's existential risks.",bm25_rag,euvsdisinfo,ITALIAN|RU,,,0.0,,,,,2
camp_73,Organic Trend,"The claims present disparate narratives, suggesting British focus on the Skripals is a distraction from Brexit and Russian energy strength.",bm25_rag,euvsdisinfo,EN|English|French|RU|Russian,,,0.0,,,,,2
camp_223,Organic Trend,"Misinformation narratives allege weapon diversion, extremist political demands, and the presence of fascist symbolism in military infrastructure.",bm25_rag,euvsdisinfo,Arabic|Russian,,,0.0,,,,,2
camp_294,Organic Trend,"The EU faces internal divisions while Belarus distances itself amid tensions, and the Ukrainian regime uses historical figures for legitimacy.",bm25_rag,euvsdisinfo,English|RU|Russian,,,0.0,,,,,2
camp_151,Organic Trend,Russia claims Crimea as integral territory while tensions rise over Swedish military actions and Turkish involvement.,bm25_rag,euvsdisinfo,Arabic|English|Russian,,,0.0,,,,,2
camp_286,Organic Trend,"Increased geopolitical tensions stem from NATO expansion, Russian claims over Crimea, and perceived political instability in the US.",bm25_rag,euvsdisinfo,ARABIC|EN|English|RU|Russian,,,0.0,,,,,5
camp_82,Organic Trend,"Russian military actions in Ukraine involve violence against civilians, prompting protective measures like state emergencies elsewhere.",bm25_rag,euvsdisinfo,EN|RU,,,0.0,,,,,2
camp_185,Organic Trend,"Various groups maintain firm, often disputed, narratives regarding political power, territorial claims, and public health information.",bm25_rag,euvsdisinfo,English|HUNGARIAN|RU|Russian,,,0.0,,,,,2
